2021_7_3__18_46_53__500781.jpg,0.0,0.002
2021_7_3__18_46_53__547421.jpg,0.0,0.093
2021_7_3__18_46_53__555521.jpg,0.0,0.148
2021_7_3__18_46_53__566016.jpg,0.0,0.148
2021_7_3__18_46_53__574667.jpg,0.0,0.148
2021_7_3__18_46_53__586794.jpg,0.0,0.148
2021_7_3__18_46_53__594039.jpg,0.0,0.265
2021_7_3__18_46_53__606981.jpg,0.0,0.307
2021_7_3__18_46_53__616237.jpg,0.0,0.307
2021_7_3__18_46_53__626563.jpg,0.0,0.369
2021_7_3__18_46_53__636059.jpg,0.0,0.369
2021_7_3__18_46_53__645546.jpg,0.0,0.443
2021_7_3__18_46_53__655212.jpg,0.0,0.443
2021_7_3__18_46_53__664347.jpg,0.0,0.537
2021_7_3__18_46_53__673847.jpg,0.0,0.537
2021_7_3__18_46_53__684500.jpg,0.0,0.66
2021_7_3__18_46_53__694350.jpg,0.0,0.7
2021_7_3__18_46_53__706824.jpg,0.0,0.7
2021_7_3__18_46_53__716391.jpg,0.0,0.7
2021_7_3__18_46_53__727055.jpg,0.0,0.7
2021_7_3__18_46_53__735298.jpg,0.0,0.7
2021_7_3__18_46_53__744724.jpg,0.0,0.7
2021_7_3__18_46_53__754389.jpg,0.0,0.7
2021_7_3__18_46_53__765672.jpg,0.0,0.7
2021_7_3__18_46_53__775870.jpg,0.0,0.7
2021_7_3__18_46_53__785510.jpg,0.0,0.7
2021_7_3__18_46_53__795200.jpg,0.0,0.7
2021_7_3__18_46_53__805765.jpg,0.0,0.7
2021_7_3__18_46_53__815460.jpg,0.0,0.7
2021_7_3__18_46_53__827607.jpg,0.0,0.7
2021_7_3__18_46_53__837874.jpg,0.0,0.7
2021_7_3__18_46_53__847189.jpg,0.0,0.7
2021_7_3__18_46_53__860427.jpg,0.0,0.7
2021_7_3__18_46_53__870581.jpg,0.0,0.7
2021_7_3__18_46_53__883338.jpg,0.0,0.7
2021_7_3__18_46_53__891477.jpg,0.0,0.7
2021_7_3__18_46_53__901088.jpg,0.0,0.7
2021_7_3__18_46_53__912311.jpg,0.0,0.7
2021_7_3__18_46_53__924682.jpg,0.0,0.7
2021_7_3__18_46_53__934380.jpg,0.0,0.7
2021_7_3__18_46_53__952547.jpg,0.0,0.7
2021_7_3__18_46_53__956758.jpg,0.0,0.7
2021_7_3__18_46_53__965827.jpg,0.0,0.7
2021_7_3__18_46_53__975493.jpg,0.0,0.7
2021_7_3__18_46_53__989424.jpg,0.0,0.7
2021_7_3__18_46_53__998653.jpg,0.0,0.7
2021_7_3__18_46_54__8205.jpg,0.0,0.7
2021_7_3__18_46_54__18436.jpg,0.0,0.7
2021_7_3__18_46_54__28729.jpg,0.0,0.7
2021_7_3__18_46_54__37824.jpg,0.0,0.7
2021_7_3__18_46_54__51362.jpg,0.0,0.7
2021_7_3__18_46_54__64144.jpg,0.0,0.7
2021_7_3__18_46_54__76123.jpg,0.0,0.7
2021_7_3__18_46_54__86281.jpg,0.0,0.7
2021_7_3__18_46_54__101540.jpg,0.0,0.7
2021_7_3__18_46_54__111716.jpg,0.0,0.7
2021_7_3__18_46_54__120948.jpg,0.0,0.7
2021_7_3__18_46_54__139691.jpg,0.0,0.7
2021_7_3__18_46_54__148984.jpg,0.0,0.7
2021_7_3__18_46_54__165383.jpg,0.0,0.7
2021_7_3__18_46_54__177904.jpg,0.0,0.7
2021_7_3__18_46_54__190101.jpg,0.0,0.7
2021_7_3__18_46_54__197863.jpg,0.0,0.7
2021_7_3__18_46_54__207600.jpg,0.0,0.7
2021_7_3__18_46_54__217596.jpg,0.0,0.7
2021_7_3__18_46_54__226957.jpg,0.0,0.7
2021_7_3__18_46_54__240245.jpg,0.0,0.7
2021_7_3__18_46_54__253410.jpg,0.0,0.7
2021_7_3__18_46_54__263027.jpg,0.0,0.7
2021_7_3__18_46_54__271661.jpg,0.0,0.7
2021_7_3__18_46_54__281303.jpg,0.0,0.7
2021_7_3__18_46_54__291614.jpg,0.0,0.7
2021_7_3__18_46_54__303028.jpg,0.0,0.7
2021_7_3__18_46_54__312890.jpg,0.0,0.7
2021_7_3__18_46_54__325281.jpg,0.0,0.7
2021_7_3__18_46_54__337340.jpg,0.0,0.7
2021_7_3__18_46_54__347111.jpg,0.0,0.7
2021_7_3__18_46_54__355511.jpg,0.0,0.7
2021_7_3__18_46_54__365842.jpg,0.0,0.7
2021_7_3__18_46_54__374609.jpg,0.0,0.7
2021_7_3__18_46_54__386505.jpg,0.0,0.7
2021_7_3__18_46_54__395463.jpg,0.0,0.7
2021_7_3__18_46_54__405224.jpg,0.0,0.7
2021_7_3__18_46_54__415438.jpg,0.0,0.7
2021_7_3__18_46_54__424803.jpg,0.0,0.7
2021_7_3__18_46_54__433571.jpg,0.0,0.7
2021_7_3__18_46_54__443862.jpg,0.0,0.7
2021_7_3__18_46_54__451946.jpg,0.0,0.7
2021_7_3__18_46_54__461849.jpg,0.0,0.7
2021_7_3__18_46_54__471149.jpg,0.0,0.7
2021_7_3__18_46_54__480799.jpg,0.0,0.7
2021_7_3__18_46_54__490378.jpg,0.0,0.7
2021_7_3__18_46_54__500144.jpg,0.0,0.7
2021_7_3__18_46_54__509864.jpg,0.0,0.7
2021_7_3__18_46_54__520288.jpg,0.0,0.7
2021_7_3__18_46_54__530214.jpg,0.0,0.7
2021_7_3__18_46_54__539766.jpg,0.0,0.7
2021_7_3__18_46_54__549570.jpg,0.0,0.7
2021_7_3__18_46_54__559268.jpg,0.0,0.7
2021_7_3__18_46_54__569041.jpg,0.0,0.7
2021_7_3__18_46_54__579126.jpg,0.0,0.7
2021_7_3__18_46_54__588807.jpg,0.0,0.7
2021_7_3__18_46_54__598607.jpg,0.0,0.7
2021_7_3__18_46_54__608503.jpg,0.0,0.7
2021_7_3__18_46_54__618712.jpg,0.0,0.7
2021_7_3__18_46_54__628308.jpg,0.0,0.7
2021_7_3__18_46_54__638298.jpg,0.0,0.7
2021_7_3__18_46_54__648195.jpg,0.0,0.7
2021_7_3__18_46_54__658190.jpg,0.0,0.7
2021_7_3__18_46_54__668014.jpg,0.0,0.7
2021_7_3__18_46_54__679497.jpg,0.0,0.7
2021_7_3__18_46_54__688409.jpg,0.0,0.7
2021_7_3__18_46_54__698379.jpg,0.0,0.7
2021_7_3__18_46_54__710225.jpg,0.0,0.7
2021_7_3__18_46_54__721745.jpg,0.0,0.7
2021_7_3__18_46_54__729866.jpg,-0.003,0.7
2021_7_3__18_46_54__739798.jpg,0.003,0.7
2021_7_3__18_46_54__749588.jpg,0.003,0.7
2021_7_3__18_46_54__759393.jpg,0.015,0.7
2021_7_3__18_46_54__769231.jpg,0.022,0.7
2021_7_3__18_46_54__779549.jpg,0.028,0.7
2021_7_3__18_46_54__789883.jpg,0.034,0.7
2021_7_3__18_46_54__799227.jpg,0.046,0.7
2021_7_3__18_46_54__809009.jpg,0.053,0.7
2021_7_3__18_46_54__819204.jpg,0.065,0.7
2021_7_3__18_46_54__830256.jpg,0.077,0.7
2021_7_3__18_46_54__839530.jpg,0.084,0.7
2021_7_3__18_46_54__849887.jpg,0.09,0.7
